stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
100267,"WESTCHESTER AV/TINTON AV",,  40.818205, -73.904801,,,0,
100268,"WESTCHESTER AV/JACKSON AV",,  40.816511, -73.907907,,,0,
100270,"WESTCHESTER AV/ST ANNS AV",,  40.816075, -73.911730,,,0,
100273,"SOUTHERN BL/WESTCHESTER AV",,  40.823673, -73.891942,,,0,
100275,"STORY AV/BRONX RIVER AV",,  40.821035, -73.881721,,,0,
100276,"STORY AV/COLGATE AV",,  40.821280, -73.879856,,,0,
100277,"STORY AV/ELDER AV",,  40.821563, -73.877731,,,0,
100278,"STORY AV/BOYNTON AV",,  40.821789, -73.876062,,,0,
100279,"STORY AV/MORRISON AV",,  40.822192, -73.873098,,,0,
100280,"STORY AV/METCALF AV",,  40.822549, -73.870532,,,0,
100281,"STORY AV/NOBLE AV",,  40.822840, -73.868299,,,0,
100282,"STORY AV/ROSEDALE AV",,  40.823091, -73.866506,,,0,
100283,"STORY AV/TAYLOR AV",,  40.823455, -73.863673,,,0,
100284,"STORY AV/THIERIOT AV",,  40.823673, -73.862104,,,0,
100294,"BRUCKNER BL/E TREMONT AV",,  40.833162, -73.827592,,,0,
100295,"BRUCKNER BL/LOGAN AV",,  40.834136, -73.825631,,,0,
100296,"BRUCKNER BL/KEARNEY AV",,  40.839140, -73.824851,,,0,
100297,"BRUCKNER BL/CONNELL PL",,  40.841065, -73.825096,,,0,
100298,"BRUCKNER BL/COUNTRY CLUB RD",,  40.842501, -73.825110,,,0,
100299,"BRUCKNER BL/MIDDLETOWN RD",,  40.845754, -73.825391,,,0,
100304,"PELHAM PKWY/EASTCHESTER RD",,  40.857882, -73.844161,,,0,
100305,"PELHAM PKWY/SEYMOUR AV",,  40.858107, -73.846372,,,0,
100306,"PELHAM PKWY/THROOP AV",,  40.858026, -73.851524,,,0,
100317,"PELHAM PKWY/EASTCHESTER RD",,  40.857248, -73.843938,,,0,
100318,"PELHAM PKWY/STILLWELL AV",,  40.856475, -73.838814,,,0,
100319,"PELHAM PKWY/ST PAUL AV",,  40.855448, -73.830665,,,0,
100322,"BRUCKNER BL/WILLOW LA",,  40.848920, -73.828097,,,0,
100323,"BRUCKNER BL/ROBERTS AV",,  40.846588, -73.826780,,,0,
100324,"BRUCKNER BL/MIDDLETOWN RD",,  40.844904, -73.826192,,,0,
100325,"BRUCKNER BL/JARVIS AV",,  40.843134, -73.826298,,,0,
100326,"BRUCKNER BL/CODDINGTON AV",,  40.841438, -73.826168,,,0,
100328,"BRUCKNER BL/BAISLEY AV",,  40.837136, -73.825919,,,0,
100329,"BRUCKNER BL/CROSBY AV",,  40.834499, -73.826158,,,0,
100330,"BRUCKNER BL/E TREMONT AV",,  40.832977, -73.829074,,,0,
100331,"BRUCKNER BL/GIFFORD AV",,  40.831307, -73.831724,,,0,
100337,"STORY AV/BOLTON AV",,  40.824164, -73.859675,,,0,
100338,"STORY AV/UNDERHILL AV",,  40.823968, -73.861146,,,0,
100339,"STORY AV/TAYLOR AV",,  40.823585, -73.864016,,,0,
100340,"STORY AV/ROSEDALE AV",,  40.823187, -73.866921,,,0,
100341,"STORY AV/SOUNDVIEW AV",,  40.822945, -73.868689,,,0,
100342,"STORY AV/FTELEY AV",,  40.822695, -73.870550,,,0,
100343,"STORY AV/MORRISON AV",,  40.822322, -73.873412,,,0,
100344,"STORY AV/BOYNTON AV",,  40.821793, -73.877193,,,0,
100347,"STORY AV/BRONX RIVER AV",,  40.821148, -73.882060,,,0,
100363,"E 161 ST/RIVER AV",,  40.827809, -73.926064,,,0,
100366,"E 161 ST/CONCOURSE VILLAGE E",,  40.825343, -73.918099,,,0,
100367,"E 161 ST/PARK AV",,  40.824865, -73.916451,,,0,
100368,"E 161 ST/MELROSE AV",,  40.824041, -73.913643,,,0,
100369,"ELTON AV/E 161 ST",,  40.823720, -73.911709,,,0,
100370,"E 163 ST/3 AV",,  40.824064, -73.908925,,,0,
100373,"E 163 ST/TINTON AV",,  40.822518, -73.902747,,,0,
100374,"E 163 ST/PROSPECT AV",,  40.821893, -73.900189,,,0,
100376,"E 163 ST/WESTCHESTER AV",,  40.820906, -73.898496,,,0,
100379,"E 163 ST/FOX ST",,  40.820910, -73.893001,,,0,
100382,"HUNTS POINT AV/SENECA AV",,  40.819273, -73.889683,,,0,
100383,"HUNTS POINT AV/GILBERT PL",,  40.817468, -73.888621,,,0,
100384,"HUNTS POINT AV/COSTER ST",,  40.816070, -73.887579,,,0,
100385,"SPOFFORD AV/BRYANT AV",,  40.814586, -73.885118,,,0,
100415,"HUNTS POINT AV/SPOFFORD AV",,  40.814905, -73.886064,,,0,
100416,"HUNTS POINT AV/FAILE ST",,  40.815960, -73.887156,,,0,
100417,"HUNTS POINT AV/LAFAYETTE AV",,  40.816993, -73.888051,,,0,
100419,"HUNTS POINT AV/SENECA AV",,  40.818937, -73.889222,,,0,
100421,"E 163 ST/SIMPSON ST",,  40.821068, -73.893265,,,0,
100424,"E 163 ST/WESTCHESTER AV",,  40.821106, -73.898453,,,0,
100425,"E 163 ST/PROSPECT AV",,  40.822313, -73.901070,,,0,
100428,"E 163 ST/TRINITY AV",,  40.823544, -73.906235,,,0,
100431,"E 161 ST/MELROSE AV",,  40.824404, -73.914216,,,0,
100433,"E 161 ST/PARK AV",,  40.825183, -73.916910,,,0,
100449,"BROADWAY/W 225 ST",,  40.874848, -73.909121,,,0,
100450,"BROADWAY/W 228 ST",,  40.875698, -73.908194,,,0,
100451,"BROADWAY/EXTERIOR ST",,  40.876682, -73.906582,,,0,
100459,"HENRY HUDSON PKY E/W 246 ST",,  40.893961, -73.907908,,,0,
100460,"HENRY HUDSON PKY E/W 250 ST",,  40.897504, -73.907607,,,0,
100461,"HENRY HUDSON PKY E/W 252 ST",,  40.899137, -73.906777,,,0,
100462,"RIVERDALE AV/W 254 ST",,  40.901964, -73.905785,,,0,
100463,"RIVERDALE AV/W 256 ST",,  40.904309, -73.904842,,,0,
100464,"RIVERDALE AV/W 259 ST",,  40.907140, -73.903907,,,0,
100465,"RIVERDALE AV/W 260 ST",,  40.908718, -73.903474,,,0,
100466,"RIVERDALE AV/W 261 ST",,  40.910398, -73.903027,,,0,
100469,"RIVERDALE AV/W 261 ST",,  40.910225, -73.903269,,,0,
100470,"RIVERDALE AV/W 260 ST",,  40.908491, -73.903786,,,0,
100471,"RIVERDALE AV/W 259 ST",,  40.906534, -73.904313,,,0,
100472,"RIVERDALE AV/W 256 ST",,  40.903917, -73.905204,,,0,
100473,"RIVERDALE AV/W 254 ST",,  40.901894, -73.906064,,,0,
100474,"HENRY HUDSON PKY W/W 252 ST",,  40.898969, -73.907896,,,0,
100475,"HENRY HUDSON PKY W/W 249 ST",,  40.897000, -73.908291,,,0,
100482,"KINGSBRIDGE AV/W 230 ST",,  40.878459, -73.907984,,,0,
100483,"W 230 ST/BROADWAY",,  40.876768, -73.906803,,,0,
100484,"BROADWAY/W 228 ST",,  40.875772, -73.908281,,,0,
100485,"BROADWAY/W 225 ST",,  40.874385, -73.910228,,,0,
100492,"WILLIAMSBRIDGE RD/EASTCHESTER RD",,  40.844441, -73.846043,,,0,
100493,"WILLIAMSBRIDGE RD/PIERCE AV",,  40.847385, -73.849170,,,0,
100494,"WILLIAMSBRIDGE RD/MORRIS PK AV",,  40.850225, -73.851173,,,0,
100495,"WILLIAMSBRIDGE RD/RHINELANDER AV",,  40.852588, -73.853022,,,0,
100496,"WILLIAMSBRIDGE RD/NEILL AV",,  40.854531, -73.854532,,,0,
100499,"WILLIAMSBRIDGE RD/ASTOR AV",,  40.859582, -73.857225,,,0,
100500,"WILLIAMSBRIDGE RD/MACE AV",,  40.862923, -73.857891,,,0,
100501,"WILLIAMSBRIDGE RD/ALLERTON AV",,  40.865362, -73.859418,,,0,
100502,"WILLIAMSBRIDGE RD/BOSTON RD",,  40.867063, -73.860948,,,0,
100503,"BRONXWOOD AV/ARNOW AV",,  40.868125, -73.861361,,,0,
100504,"BRONXWOOD AV/ADEE AV",,  40.869467, -73.861311,,,0,
100505,"BRONXWOOD AV/BURKE AV",,  40.871680, -73.861249,,,0,
100506,"BRONXWOOD AV/DUNCAN ST",,  40.873431, -73.861184,,,0,
100508,"BRONXWOOD AV/TILDEN ST",,  40.876747, -73.859683,,,0,
100509,"BRONXWOOD AV/E 214 ST",,  40.878620, -73.858653,,,0,
100510,"BRONXWOOD AV/E 216 ST",,  40.879904, -73.857941,,,0,
100511,"BRONXWOOD AV/E 218 ST",,  40.881303, -73.857168,,,0,
100512,"BRONXWOOD AV/E 220 ST",,  40.882696, -73.856402,,,0,
100513,"BRONXWOOD AV/E 222 ST",,  40.884150, -73.855599,,,0,
100514,"BRONXWOOD AV/E 224 ST",,  40.885505, -73.854841,,,0,
100515,"E 226 ST/BRONXWOOD AV",,  40.886863, -73.854718,,,0,
100516,"E 226 ST/BARNES AV",,  40.887764, -73.857552,,,0,
100517,"E 226 ST/WHITE PLAINS RD",,  40.888497, -73.859879,,,0,
100522,"BRONXWOOD AV/E 222 ST",,  40.883561, -73.856190,,,0,
100523,"BRONXWOOD AV/E 220 ST",,  40.882189, -73.856938,,,0,
100524,"BRONXWOOD AV/E 218 ST",,  40.880774, -73.857729,,,0,
100525,"BRONXWOOD AV/E 216 ST",,  40.879370, -73.858503,,,0,
100526,"BRONXWOOD AV/E 214 ST",,  40.878097, -73.859200,,,0,
100527,"BRONXWOOD AV/TILDEN ST",,  40.876534, -73.860078,,,0,
100528,"BRONXWOOD AV/E GUN HILL RD",,  40.875661, -73.860554,,,0,
100529,"BRONXWOOD AV/BARTHOLDI ST",,  40.873343, -73.861452,,,0,
100530,"BRONXWOOD AV/BURKE AV",,  40.870985, -73.861511,,,0,
100531,"BRONXWOOD AV/ADEE AV",,  40.869254, -73.861565,,,0,
100532,"BRONXWOOD AV/ARNOW AV",,  40.867936, -73.861607,,,0,
100533,"WILLIAMSBRIDGE RD/BOSTON RD",,  40.866780, -73.860948,,,0,
100534,"WILLIAMSBRIDGE RD/ALLERTON AV",,  40.865653, -73.859938,,,0,
100535,"WILLIAMSBRIDGE RD/MACE AV",,  40.862717, -73.858017,,,0,
100536,"WILLIAMSBRIDGE RD/ASTOR AV",,  40.859370, -73.857414,,,0,
100537,"WILLIAMSBRIDGE RD/PELHAM PY N",,  40.857670, -73.856517,,,0,
100538,"WILLIAMSBRIDGE RD/PELHAM PY S",,  40.856632, -73.856086,,,0,
100539,"WILLIAMSBRIDGE RD/NEILL AV",,  40.853858, -73.854288,,,0,
100540,"WILLIAMSBRIDGE RD/RHINELANDER AV",,  40.852119, -73.852911,,,0,
100541,"WILLIAMSBRIDGE RD/MORRIS PK AV",,  40.850349, -73.851498,,,0,
100542,"WILLIAMSBRIDGE RD/PIERCE AV",,  40.846910, -73.849059,,,0,
100543,"WILLIAMSBRIDGE RD/SILVER ST",,  40.844076, -73.845989,,,0,
100558,"E 180 ST/BOSTON RD",,  40.842899, -73.878523,,,0,
100559,"E 180 ST/DALY AV",,  40.844777, -73.881784,,,0,
100560,"E 180 ST/CROTONA PY",,  40.845819, -73.883961,,,0,
100561,"SOUTHERN BL/BRONX PK S",,  40.847688, -73.883127,,,0,
100562,"SOUTHERN BL/E 183 ST",,  40.851175, -73.882170,,,0,
100563,"SOUTHERN BL/E 187 ST",,  40.853214, -73.881577,,,0,
100564,"SOUTHERN BL/E 189 ST",,  40.856408, -73.880682,,,0,
100565,"E FORDHAM RD/CAMBERLENG AV",,  40.858134, -73.882985,,,0,
100567,"E FORDHAM RD/BATHGATE AV",,  40.859851, -73.887646,,,0,
100571,"E KINGSBRIDGE RD/E 192 ST",,  40.863823, -73.894194,,,0,
100573,"E KINGSBRIDGE RD/MORRIS AV",,  40.867023, -73.896123,,,0,
100576,"W KINGSBRIDGE RD/KINGSBRIDGE TER",,  40.870345, -73.904246,,,0,
100579,"W 225 ST/BROADWAY",,  40.874486, -73.909403,,,0,
100582,"BROADWAY/W 231 ST",,  40.878769, -73.904762,,,0,
100583,"BROADWAY/W 234 ST",,  40.881534, -73.902790,,,0,
100585,"BROADWAY/W 238 ST",,  40.884966, -73.900634,,,0,
100586,"BROADWAY/VAN CORTLANDT PK S",,  40.886376, -73.899709,,,0,
100587,"BROADWAY/W 242 ST",,  40.889761, -73.897936,,,0,
100588,"BROADWAY/W 246 ST",,  40.892052, -73.896966,,,0,
100589,"BROADWAY/W 251 ST",,  40.895702, -73.896556,,,0,
100590,"BROADWAY/LAKE VIEW PL",,  40.898497, -73.896946,,,0,
100591,"BROADWAY/W 254 ST",,  40.901357, -73.896670,,,0,
100592,"BROADWAY/W 256 ST",,  40.902827, -73.896299,,,0,
100594,"BROADWAY/W 260 ST",,  40.907417, -73.896407,,,0,
100595,"BROADWAY/W 262 ST",,  40.910081, -73.896495,,,0,
100606,"RIVERDALE AV/W 263 ST",,  40.912377, -73.902533,,,0,
100607,"RIVERDALE AV/W 263 ST",,  40.912363, -73.902699,,,0,
100608,"BROADWAY/W 262 ST",,  40.910104, -73.896730,,,0,
100609,"BROADWAY/W 260 ST",,  40.907175, -73.896664,,,0,
100610,"BROADWAY/MOSHOLU AV",,  40.904244, -73.896539,,,0,
100612,"BROADWAY/W 254 ST",,  40.901132, -73.897003,,,0,
100613,"BROADWAY/LAKE VIEW PL",,  40.898665, -73.897242,,,0,
100614,"BROADWAY/W 251 ST",,  40.895876, -73.896856,,,0,
100615,"BROADWAY/W 246 ST",,  40.892236, -73.897158,,,0,
100616,"BROADWAY/W 242 ST",,  40.890058, -73.898297,,,0,
100617,"BROADWAY/W 240 ST",,  40.886686, -73.899919,,,0,
100618,"BROADWAY/W 238 ST",,  40.885241, -73.900666,,,0,
100619,"BROADWAY/W 236 ST",,  40.883606, -73.901590,,,0,
100620,"BROADWAY/W 234 ST",,  40.881798, -73.902826,,,0,
100621,"BROADWAY/W 231 ST",,  40.879060, -73.904768,,,0,
100622,"BROADWAY/KIMBERLY PL",,  40.877909, -73.905620,,,0,
100624,"W 225 ST/BROADWAY",,  40.874274, -73.909375,,,0,
100626,"W KINGSBRIDGE RD/HEATH AV",,  40.872591, -73.904832,,,0,
100627,"W KINGSBRIDGE RD/KINGSBRIDGE TER",,  40.870420, -73.904578,,,0,
